Step,Regimes,Controls
wireless_disable_interfaces,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,STIGID@RHEL6]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,3.1.16,2418,85,APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.2.6,A.13.2.1,A.12.5.1,A.6.2.1,A.6.2.2,A.13.1.1,A.9.1.2,A.14.1.3,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,wireless_disable_interfaces,041010,000293]"
kernel_module_dccp_disabled,"[NIST 800-53,CUI,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,3.4.6,382,1958,DSS05.02,DSS05.05,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.12.5.1,A.9.1.2,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,kernel_module_dccp_disabled,5.10.1,020101,SRG-OS-000096,000124]"
set_firewalld_default_zone,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,VMMSRG]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,3.1.3,3.4.7,3.13.6,366,DSS05.02,DSS05.05,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.12.5.1,A.9.1.2,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,set_firewalld_default_zone,5.10.1,FMT_MOF_EXT.1,040810,SRG-OS-000480-VMM-002000]"
configure_firewalld_ports,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,VMMSRG]","[CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,2314,382,APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS06.06,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.2.6,A.13.2.1,A.12.5.1,A.6.2.1,A.6.2.2,A.13.1.1,A.9.1.2,A.14.1.3,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,configure_firewalld_ports,040100,SRG-OS-000096-VMM-000490,SRG-OS-000480-VMM-002000]"
ensure_gpgcheck_local_packages,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,ANSSI,VMMSRG]","[CM-11,CM-11a.,CM-11b.,CM-11c.,CM-11 (1),CM-11 (2),3.4.8,1749,164.312(b),164.308(a)(1)(ii)(D),164.312(c)(1),164.312(c)(2),164.312(e)(2)(i),BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,SR 7.6,A.12.5.1,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,ensure_gpgcheck_local_packages,FAU_GEN.1.1.c,020060,NT28(R15),SRG-OS-000404-VMM-001650,SRG-OS-000370-VMM-001460,SRG-OS-000366-VMM-001430]"
ensure_gpgcheck_globally_activated,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[CM-11,CM-11a.,CM-11b.,CM-11c.,CM-11 (1),CM-11 (2),SI-7,SI-7 (1),SI-7 (2),SI-7 (3),SI-7 (4),SI-7 (5),SI-7 (6),SI-7 (7),SI-7 (8),SI-7 (9),SI-7 (10),SI-7 (11),SI-7 (12),SI-7 (13),SI-7 (14),SI-7 (14)(a),SI-7 (14)(b),SI-7 (15),SI-7 (16),3.4.8,663,352,1749,164.312(b),164.308(a)(1)(ii)(D),164.312(c)(1),164.312(c)(2),164.312(e)(2)(i),APO01.06,BAI06.01,DSS06.02,BAI03.05,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.4.4.4,SR 3.3,SR 3.1,SR 3.8,SR 3.4,SR 7.6,A.12.5.1,A.14.1.2,A.14.1.3,A.12.2.1,A.14.2.4,A.11.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,ensure_gpgcheck_globally_activated,5.10.4.1,FAU_GEN.1.1.c,020050,NT28(R15),SRG-OS-000103,000013,SRG-OS-000404-VMM-001650,SRG-OS-000370-VMM-001460,SRG-OS-000366-VMM-001430]"
clean_components_post_updating,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,VMMSRG]","[CM-11,CM-11a.,CM-11b.,CM-11c.,CM-11 (1),CM-11 (2),3.4.8,2617,DSS05.01,APO12.04,APO12.03,APO12.02,APO12.01,DSS05.02,BAI03.10,4.2.3.12,4.2.3.7,4.2.3,4.2.3.9,A.18.2.3,A.12.6.1,A.14.2.3,A.16.1.3,A.18.2.2,clean_components_post_updating,020200,SRG-OS-000437-VMM-001760]"
accounts_umask_etc_login_defs,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[SA-8,366,BAI03.02,APO13.01,BAI10.01,BAI10.02,BAI10.03,BAI10.05,BAI03.01,BAI03.03,4.3.4.3.3,4.3.4.3.2,SR 7.6,A.12.5.1,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.6.1.5,A.14.1.1,A.14.2.1,A.14.2.5,accounts_umask_etc_login_defs,020240,NT28(R35),SRG-OS-999999,000345]"
gid_passwd_group_same,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,STIGID@RHEL6,RG@RHEL6]","[IA-2,IA-2 (1),IA-2 (2),IA-2 (3),IA-2 (4),IA-2 (5),IA-2 (6),IA-2 (7),IA-2 (8),IA-2 (9),IA-2 (10),IA-2 (11),IA-2 (12),IA-2 (13),366,764,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,gid_passwd_group_same,5.5.2,020300,000294,SRG-OS-999999]"
accounts_no_uid_except_zero,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[IA-2,IA-2 (1),IA-2 (2),IA-2 (3),IA-2 (4),IA-2 (5),IA-2 (6),IA-2 (7),IA-2 (8),IA-2 (9),IA-2 (10),IA-2 (11),IA-2 (12),IA-2 (13),IA-4,IA-4a.,IA-4b.,IA-4c.,IA-4d.,IA-4e.,IA-4 (1),IA-4 (2),IA-4 (3),IA-4 (4),IA-4 (5),IA-4 (6),IA-4 (7),3.1.5,3.1.1,366,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,APO01.06,DSS06.02,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,SR 5.2,A.11.1.5,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,accounts_no_uid_except_zero,020310,SRG-OS-999999,000032]"
service_autofs_disabled,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[IA-3,IA-3 (1),IA-3 (2),IA-3 (3),IA-3 (3)(a),IA-3 (3)(b),IA-3 (4),3.4.6,778,1958,366,164.310(d)(1),164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.310(d)(2),164.312(a)(1),164.312(a)(2)(iv),164.312(b),DSS05.04,DSS06.03,APO13.01,DSS01.04,DSS05.05,DSS05.03,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.7.1.1,service_autofs_disabled,020110,SRG-OS-999999,000526]"
accounts_password_pam_maxrepeat,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[IA-5,IA-5a.,IA-5b.,IA-5c.,IA-5d.,IA-5e.,IA-5f.,IA-5g.,IA-5h.,IA-5i.,IA-5j.,IA-5 (1),IA-5 (1)(a),IA-5 (1)(b),IA-5 (1)(c),IA-5 (1)(d),IA-5 (1)(e),IA-5 (1)(f),IA-5 (2),IA-5 (2)(a),IA-5 (2)(b),IA-5 (2)(c),IA-5 (2)(d),IA-5 (3),IA-5 (4),IA-5 (5),IA-5 (6),IA-5 (7),IA-5 (8),IA-5 (9),IA-5 (10),IA-5 (11),IA-5 (12),IA-5 (13),IA-5 (14),IA-5 (15),195,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,accounts_password_pam_maxrepeat,010180]"
accounts_password_pam_minclass,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[IA-5,IA-5a.,IA-5b.,IA-5c.,IA-5d.,IA-5e.,IA-5f.,IA-5g.,IA-5h.,IA-5i.,IA-5j.,IA-5 (1),IA-5 (1)(a),IA-5 (1)(b),IA-5 (1)(c),IA-5 (1)(d),IA-5 (1)(e),IA-5 (1)(f),IA-5 (2),IA-5 (2)(a),IA-5 (2)(b),IA-5 (2)(c),IA-5 (2)(d),IA-5 (3),IA-5 (4),IA-5 (5),IA-5 (6),IA-5 (7),IA-5 (8),IA-5 (9),IA-5 (10),IA-5 (11),IA-5 (12),IA-5 (13),IA-5 (14),IA-5 (15),195,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,accounts_password_pam_minclass,010170]"
accounts_password_pam_maxclassrepeat,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[IA-5,IA-5a.,IA-5b.,IA-5c.,IA-5d.,IA-5e.,IA-5f.,IA-5g.,IA-5h.,IA-5i.,IA-5j.,IA-5 (1),IA-5 (1)(a),IA-5 (1)(b),IA-5 (1)(c),IA-5 (1)(d),IA-5 (1)(e),IA-5 (1)(f),IA-5 (2),IA-5 (2)(a),IA-5 (2)(b),IA-5 (2)(c),IA-5 (2)(d),IA-5 (3),IA-5 (4),IA-5 (5),IA-5 (6),IA-5 (7),IA-5 (8),IA-5 (9),IA-5 (10),IA-5 (11),IA-5 (12),IA-5 (13),IA-5 (14),IA-5 (15),195,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,accounts_password_pam_maxclassrepeat,010190]"
grub2_enable_fips_mode,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,VMMSRG]","[IA-5,IA-5a.,IA-5b.,IA-5c.,IA-5d.,IA-5e.,IA-5f.,IA-5g.,IA-5h.,IA-5i.,IA-5j.,IA-5 (1),IA-5 (1)(a),IA-5 (1)(b),IA-5 (1)(c),IA-5 (1)(d),IA-5 (1)(e),IA-5 (1)(f),IA-5 (2),IA-5 (2)(a),IA-5 (2)(b),IA-5 (2)(c),IA-5 (2)(d),IA-5 (3),IA-5 (4),IA-5 (5),IA-5 (6),IA-5 (7),IA-5 (8),IA-5 (9),IA-5 (10),IA-5 (11),IA-5 (12),IA-5 (13),IA-5 (14),IA-5 (15),IA-7,SC-13,SC-13 (1),SC-13 (2),SC-13 (3),SC-13 (4),3.13.11,3.13.8,68,2450,803,APO13.01,DSS05.02,DSS01.04,DSS05.03,4.3.3.6.6,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,grub2_enable_fips_mode,5.10.1.2,021350,SRG-OS-000396-VMM-001590,SRG-OS-000478-VMM-001980,SRG-OS-000120-VMM-000600]"
sshd_use_approved_macs,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,VMMSRG,STIGID@SLE12]","[IA-7,SC-13,SC-13 (1),SC-13 (2),SC-13 (3),SC-13 (4),3.1.13,3.13.11,3.13.8,2450,68,803,2449,1453,877,3123,164.308(b)(1),164.312(e)(1),164.312(e)(2)(ii),164.312(e)(2)(i),164.314(b)(2)(i),164.308(b)(2),DSS05.04,DSS06.03,APO13.01,DSS05.02,DSS01.04,DSS05.03,DSS05.07,APO01.06,DSS06.02,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.1.5,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.11.1.4,A.11.2.6,A.13.2.1,A.11.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,sshd_use_approved_macs,040400,SRG-OS-000396-VMM-001590,SRG-OS-000478-VMM-001980,SRG-OS-000120-VMM-000600,SRG-OS-000480-VMM-002000,SRG-OS-000033-VMM-000140,030180]"
set_password_hashing_algorithm_libuserconf,"[NIST 800-53,CUI,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[IA-7,3.13.11,803,196,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,set_password_hashing_algorithm_libuserconf,5.6.2.2,010220,SRG-OS-000120,000064,SRG-OS-000480-VMM-002000]"
set_password_hashing_algorithm_logindefs,"[NIST 800-53,CUI,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[IA-7,3.13.11,803,196,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,set_password_hashing_algorithm_logindefs,5.6.2.2,010210,NT28(R32),SRG-OS-000120,000063]"
set_password_hashing_algorithm_systemauth,"[NIST 800-53,CUI,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[IA-7,3.13.11,803,196,DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.7.1.1,set_password_hashing_algorithm_systemauth,5.6.2.2,010200,SRG-OS-000120,000062,SRG-OS-000480-VMM-002000]"
sudo_remove_nopasswd,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,ANSSI,VSRG]","[IA-11,2038,DSS05.04,DSS06.03,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,sudo_remove_nopasswd,010340,NT28(R5),NT28(R59),SRG-OS-000373-VMM-001470,SRG-OS-000373-VMM-001480,SRG-OS-000373-VMM-001490]"
sudo_remove_no_authenticate,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,ANSSI,VSRG]","[IA-11,2038,DSS05.04,DSS06.03,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,sudo_remove_no_authenticate,010350,NT28(R5),NT28(R59),SRG-OS-000373-VMM-001470,SRG-OS-000373-VMM-001480,SRG-OS-000373-VMM-001490]"
