Section	Control	Level 4	Level 5	Level 6	Requirement	Parameters
	RA-5					RA-5 a. every 30 days or as directed by an authorative source (e.g. IAVM, CTOs, DTMs, STIGs) d. IAW an authoritative source (e.g. IAVM, CTOs, DTMs) e. at a minimum, the ISSM and ISSO Source: DoD RMF TAG ------------------- RA-5a. [monthly operating system/infrastructure; monthly web applications and databases] RA-5d. [high-risk vulnerabilities mitigated within thirty days from date of discovery; moderate-risk vulnerabilities mitigated within ninety days from date of discovery] Source: FedRAMP v2 ------------------- FedRAMP Additional Requirements and Guidance: RA-5a. Requirement: an accredited independent assessor scans operating systems/infrastructure, web applications, and databases once annually. RA-5e. Requirement: to include the Risk Executive; for JAB authorizations to include FedRAMP
	RA-5 (2)					RA-5 (2) prior to running scans Source: DoD RMF TAG ------------------- RA-5 (2). [prior to a new scan] Source: FedRAMP v2 -------------------
	RA-5 (5)					RA-5 (5) all information systems and infrastructure components Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG ------------------- RA-5 (5). [operating systems / web applications / databases] [all scans] Source: FedRAMP v2 -------------------
	SA-1					SA-1 a. all personnel b. (1) every 5 years b. (2) annually Source: DoD RMF TAG ------------------- SA-1.b.1 [at least every 3 years] SA-1.b.2 [at least annually] Source: FedRAMP v2 -------------------
	SA-1					SA-3 a. Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SA-4 (2)					SA-4 (2) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG ------------------- [to include security-relevant external system interfaces and high-level design] Source: FedRAMP v2 -------------------
	SA-4 (8)					SA-4 (8) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG ------------------- SA-4 (8). [at least the minimum requirement as defined in control CA-7] Source: FedRAMP v2 ------------------- FedRAMP Additional Requirements and Guidance: SA-4 (8) Guidance: CSP must use the same security standards regardless of where the system component or information system service is aquired.
	SA-5					SA-5 c. Not appropriate for DoD to define for all CSP's infrastructure or service offerings e. at a minimum, the ISSO, ISSM, and SCA Source: DoD RMF TAG -------------------
	SA-9					SA-9 a. security controls defined by CNSSI 1253 c. Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG ------------------- SA-9a. [FedRAMP Security Controls Baseline(s) if Federal information is processed or stored within the external system] SA-9c. [Federal/FedRAMP Continuous Monitoring requirements must be met for external systems where Federal information is processed or stored] Source: FedRAMP v2 -------------------
	SA-9 (1)					SA-9 (1) b. the DoD Component CIO or their delegate(s) Source: DoD RMF TAG ------------------- SA-9 (1) see Additional Requirement and Guidance Source: FedRAMP v2 ------------------- FedRAMP Additional Requirements and Guidance: SA-9 (1). Requirement: The service provider documents all existing outsourced security services and conducts a risk assessment of future outsourced security services. For JAB authorizations, future planned outsourced services are approved and accepted by the JAB.
	SA-9 (2)					SA-9 (2) All external information system services Source: DoD RMF TAG ------------------- SA-9 (2). [All external systems where Federal information is processed, transmitted or stored] Source: FedRAMP v2 -------------------
	SA-9 (4)					SA-9 (4) Not appropriate for DoD to define for all CSP's infrastructure or service offerings All external service providers from whom services are solicited. Source: DoD RMF TAG ------------------- SA-9 (4). [All external systems where Federal information is processed, transmitted or stored] Source: FedRAMP v2 -------------------
	SA-9 (5)					SA-9 (5) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG ------------------- SA-9 (5). [information processing, transmission, information data, AND information services] Source: FedRAMP v2 -------------------
	SA-10					SA-10 b. Not appropriate for DoD to define for all CSP's infrastructure or service offerings e. at a minimum, the ISSO and ISSM Source: DoD RMF TAG ------------------- SA-10a. [development, implementation, AND operation] Source: FedRAMP v2 ------------------- FedRAMP Additional Requirements and Guidance: SA-10e. Requirement: for JAB authorizations, track security flaws and flaw resolution within the system, component, or service and report findings to organization-defined personnel, to include FedRAMP.
	SA-11					SA-11 b. Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SA-12					SA-12 measures of protection IAW DoDI 5200.44, "Protection of Mission Critical Functions to Achieve Trusted Systems and Networks (TSN)" Source: DoD RMF TAG -------------------
	SA-19					SA-19 b. at a minimum, USCYBERCOM b. at a minimum, the ISSO, ISSM, and PM Source: DoD RMF TAG -------------------
	SC-1					SC-1 a. at a minimum, the ISSM/ISSO b. (1) every 5 years b. (2) annually Source: DoD RMF TAG ------------------- SC-1.b.1 [at least every 3 years] SC-1.b.2 [at least annually] Source: FedRAMP v2 -------------------
	SC-5					SC-5 Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SC-6					SC-6 Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SC-7 (4)					SC-7 (4) e. every 180 days Source: DoD RMF TAG ------------------- SC-7 (4). [at least annually] Source: FedRAMP v2 -------------------
	SC-7 (8)					SC-7 (8) protocols as designated by PPSM guidance (e.g. HTTPS, HTTP, FTP, SNMP) any network external to the authorization boundary Source: DoD RMF TAG -------------------
	SC-7 (11)					SC-7 (11) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SC-7 (12)					SC-7 (12) McAfee Host Intrusion Prevention (HIPS) All information system components. Source: DoD RMF TAG  NOTE: DISA will evaluate Commercial CSP equivalencies on a case by case basis. -------------------
	SC-7 (13)					SC-7 (13) key information security tools, mechanisms, and support components such as, but not limited to PKI, Patching infrastructure, HBSS, CND Tools, Special Purpose Gateway, vulnerability tracking systems, honeypots, internet access points (IAPs); network element and data center administrative/management traffic; Demilitarized Zones (DMZs), Server farms/computing centers, centralized audit log servers etc. Source: DoD RMF TAG ------------------- FedRAMP Additional Requirements and Guidance: SC-7 (13). Requirement: The service provider defines key information security tools, mechanisms, and support components associated with system and security administration and isolates those tools, mechanisms, and support components from other internal information system components via physically or logically separate subnets.
	SC-7 (14)					SC-7 (14) internet access points, enclave LAN to WAN, cross domain solutions, and any DoD Approved Alternate Gateways. Source: DoD RMF TAG -------------------
	SC-8 (1)					SC-8 (1) Protected Distribution System (PDS) Source: DoD RMF TAG ------------------- SC-8 (1). [prevent unauthorized disclosure of information AND detect changes to information] [a hardened or alarmed carrier Protective Distribution System (PDS)] Source: FedRAMP v2 -------------------
	SC-8 (2)					missing???? Source: DoD RMF TAG -------------------
	SC-10					SC-10 10 minutes in band management and 15 minutes for user sessions Source: DoD RMF TAG ------------------- SC-10. [no longer than 30 minutes for RAS-based sessions or no longer than 60 minutes for non-interactive user sessions] Source: FedRAMP v2 -------------------
	SC-12					SC-12 DoDI 8520.02 "Public Key Infrastructure and Public Key Enabling" and DoDI 8520.03 "Identity Authentication for Information Systems" Source: DoD RMF TAG ------------------- FedRAMP Additional Requirements and Guidance: SC-12 Guidance: Federally approved cryptography
	SC-12 (2)					SC-12 (2) NIST Approved for Unclassified systems NSA Approved for Classified systems Source: DoD RMF TAG ------------------- SC-12 (2). [NIST FIPS-compliant] Source: FedRAMP v2 -------------------
	SC-13					SC-13 Protection of classified information: NSA-approved cryptography; provision of digital signatures and hashing: FIPS-validated cryptography Source: DoD RMF TAG ------------------- [FIPS-validated or NSA-approved cryptography] Source: FedRAMP v2 -------------------
	SC-15					SC-15 Dedicated VTC suites located in approved VTC locations that are centrally managed Source: DoD RMF TAG ------------------- SC-15a. [no exceptions] Source: FedRAMP v2 -------------------
	SC-17					SC-17 DoDI 8520.02, "Public Key Infrastructure (PKI) and Public Key (PK) Enabling. Source: DoD RMF TAG -------------------
	SC-18 (4)					SC-18 (4) DoDI 8552.01 "Use of Mobile Code Technologies in DoD Information Systems" the user be prompted Source: DoD RMF TAG -------------------
	SC-23 (3)					SC-23 (3) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SC-23 (5)					SC-23 (5) DoD PKI established certificate authorities. Source: DoD RMF TAG -------------------
	SC-28					SC-28 Not appropriate for DoD to define for all CSP's infrastructure or service offerings. At a minimum, must include PII and classified information. Source: DoD RMF TAG ------------------- SC-28. [confidentiality AND integrity] Source: FedRAMP v2 ------------------- FedRAMP Additional Requirements and Guidance: SC-28. Guidance: The organization supports the capability to use cryptographic mechanisms to protect information at rest.
	SC-28 (1)					SC-28 (1) Not appropriate for DoD to define for all CSP's infrastructure or service offerings. At a minimum, PII and classified information. any information system components storing data defined in SC-28 (1), 2473 Source: DoD RMF TAG -------------------
	SI-1					SI-1 a. all appointed information assurance personnel b. (1) every 5 years b. (2) annually Source: DoD RMF TAG ------------------- SI-1.b.1 [at least every 3 years] SI-1.b.2 [at least annually] Source: FedRAMP v2 -------------------
	SI-1					SI-2 c. within the time period directed by an authorative source (e.g. IAVM, CTOs, DTMs, STIGs) Source: DoD RMF TAG ------------------- SI-2c. [Within 30 days of release of updates] Source: FedRAMP v2 -------------------
	SI-2 (2)					SI-2 (2) Continuously with HBSS 30 days for any additional internal network scans not covered by HBSS Annually for external scans by (Computer Network Defense Service Provider) CNDSP Source: DoD RMF TAG ------------------- SI-2 (2). [at least monthly] Source: FedRAMP v2 -------------------
	SI-2 (3)					SI-2 (3) b. within the period directed by an authorative source (e.g. IAVM, CTOs, DTMs, STIGs) Source: DoD RMF TAG -------------------
	SI-2 (6)					SI-2 (6) All upgraded/replaced software and firmware components that are no longer required for operation Source: DoD RMF TAG -------------------
	SI-3					SI-3 c (1). every 7 days c (2). Block and quarantine malicious code and then send an alert to the administrator immediately in near real-time Source: DoD RMF TAG ------------------- SI-3.c.1 [at least weekly] [to include endpoints] SI-3.c.2 [to include alerting administrator or defined security personnel] Source: FedRAMP v2 -------------------
	SI-3 (10)					SI-3 (10) a. Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SI-4					SI-4 a. (1) sensor placement and monitoring requirements within CJCSI 6510.01F a. (2) Not appropriate for DoD to define for all CSP's infrastructure or service offerings g. (1) Not appropriate for DoD to define for all CSP's infrastructure or service offerings g. (2) Not appropriate for DoD to define for all CSP's infrastructure or service offerings g. (3) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SI-4 (4)					SI-4 (4) Continuously Source: DoD RMF TAG ------------------- SI-4 (4). [continually] Source: FedRAMP v2 -------------------
	SI-4 (5)					SI-4 (5) at a minimum, the ISSM and ISSO Real time intrusion detection and when there are threats identified by authoritative sources (e.g. CTOs) and IAW incident categories I, II, IV, & VII within CJCSM 6510.01B Source: DoD RMF TAG ------------------- FedRAMP Additional Requirements and Guidance: SI-4(5) Guidance: In accordance with the incident response plan.
	SI-4 (12)					SI-4 (12) When there are threats identified by authoritative sources (e.g. CTOs) and IAW with CJCSM 6510.01B Source: DoD RMF TAG -------------------
	SI-4 (19)					SI-4 (19) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SI-4 (20)					SI-4 (20) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SI-4 (22)					SI-4 (22) at a minimum, the ISSM or ISSO at a minimum, the ISSM or ISSO Source: DoD RMF TAG -------------------
	SI-4 (23)					SI-4 (23) HBSS all components Source: DoD RMF TAG  NOTE: DISA will evaluate Commercial CSP equivalencies on a case by case basis. -------------------
	SI-5					SI-5 a. At a minimum, USCYBERCOM. c. the ISSO and ISSM c. not applicable as elements are not selected as recipients of security alerts, advisories and directives c. CNDSP Tier 1 for vetting. The CNDSP Tier 1 will pass the information to the accredited Tier 2 CNDSPs. Tier 2 CNDSPs are responsible for ensuring all Tier 3 entities receive the information. Tier 3 organizations will ensure all local Op Centers/LAN shops receive information (i.e. Component IT System and Security Personnel) (e.g. ISSM, ISSOs, and system administrators) Source: DoD RMF TAG ------------------- SI-5a. [to include US-CERT] SI-5c. [to include system security personnel and administrators with configuration/patch-management responsibilities] Source: FedRAMP v2 -------------------
	SI-6					SI-6 a. Not appropriate for DoD to define for all CSP's infrastructure or service offerings b. upon system startup, and/or restart, upon command by user with appropriate privileges b. 30 days c. the ISSO and ISSM d. notifies system administrator Source: DoD RMF TAG ------------------- SI-6b [to include upon system startup and/or restart at least monthly] SI-6c [to include system administrators and security personnel] SI-6d [to include notification of system administrators and security personnel] Source: FedRAMP v2 -------------------
	SI-7					SI-7 Not appropriate for DoD to define for all CSP's infrastructure or service offerings. Source: DoD RMF TAG -------------------
	SI-7 (1)					SI-7 (1) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Not appropriate for DoD to define for all CSP's infrastructure or service offerings Annually Source: DoD RMF TAG ------------------- SI-7 (1). [Selection to include security relevant events and at least monthly] Source: FedRAMP v2 -------------------
	SI-7 (7)					SI-7 (7) Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
	SI-10					SI-10 All inputs except those identified specifically by the organization Source: DoD RMF TAG -------------------
	SI-11					SI-11 b. the ISSO, ISSM, and SCA Source: DoD RMF TAG -------------------
	SI-16					SI-16 Not appropriate for DoD to define for all CSP's infrastructure or service offerings Source: DoD RMF TAG -------------------
