Function	Category	Subcategory	Informative References
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed	NIST SP 800-53 Rev. 4 AC-4, CA-3, CM-2, SI-4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	CIS CSC 3, 6, 13, 15
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	COBIT 5 DSS05.07
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	ISA 62443-2-1:2009 4.3.4.5.6, 4.3.4.5.7, 4.3.4.5.8
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	ISA 62443-3-3:2013 SR 2.8, SR 2.9, SR 2.10, SR 2.11, SR 2.12, SR 3.9, SR 6.1, SR 6.2
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	ISO/IEC 27001:2013 A.12.4.1, A.16.1.1, A.16.1.4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	NIST SP 800-53 Rev. 4 AU-6, CA-7, IR-4, SI-4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-2: Detected events are analyzed to understand attack targets and methods	PCI DSS v3.2 10.6.1, 11.4, 12.5.2
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-3: Event data are collected and correlated from multiple sources and sensors	CIS CSC 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-3: Event data are collected and correlated from multiple sources and sensors	COBIT 5 BAI08.02
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-3: Event data are collected and correlated from multiple sources and sensors	ISA 62443-3-3:2013 SR 6.1
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-3: Event data are collected and correlated from multiple sources and sensors	ISO/IEC 27001:2013 A.12.4.1, A.16.1.7
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-3: Event data are collected and correlated from multiple sources and sensors	NIST SP 800-53 Rev. 4 AU-6, CA-7, IR-4, IR-5, IR-8, SI-4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-3: Event data are collected and correlated from multiple sources and sensors	PCI DSS v3.2 10.1, 12.10.5
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-4: Impact of events is determined	CIS CSC 4, 6
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-4: Impact of events is determined	COBIT 5 APO12.06, DSS03.01
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-4: Impact of events is determined	ISO/IEC 27001:2013 A.16.1.4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-4: Impact of events is determined	NIST SP 800-53 Rev. 4 CP-2, IR-4, RA-3, SI-4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-4: Impact of events is determined	PCI DSS v3.2 12.5.2
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-5: Incident alert thresholds are established	CIS CSC 6, 19
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-5: Incident alert thresholds are established	COBIT 5 APO12.06, DSS03.01
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-5: Incident alert thresholds are established	ISA 62443-2-1:2009 4.2.3.10
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-5: Incident alert thresholds are established	ISO/IEC 27001:2013 A.16.1.4
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-5: Incident alert thresholds are established	NIST SP 800-53 Rev. 4 IR-4, IR-5, IR-8
DETECT (DE)	Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood.	DE.AE-5: Incident alert thresholds are established	PCI DSS v3.2 12.5.2
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-1: The network is monitored to detect potential cybersecurity events	CIS CSC 1, 7, 8, 12, 13, 15, 16
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-1: The network is monitored to detect potential cybersecurity events	COBIT 5 DSS01.03, DSS03.05, DSS05.07
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-1: The network is monitored to detect potential cybersecurity events	ISA 62443-3-3:2013 SR 6.2
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-1: The network is monitored to detect potential cybersecurity events	NIST SP 800-53 Rev. 4 AC-2, AU-12, CA-7, CM-3, SC-5, SC-7, SI-4
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-1: The network is monitored to detect potential cybersecurity events	PCI DSS v3.2 10.6.1, 11.4
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-2: The physical environment is monitored to detect potential cybersecurity events	COBIT 5 DSS01.04, DSS01.05
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-2: The physical environment is monitored to detect potential cybersecurity events	ISA 62443-2-1:2009 4.3.3.3.8
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-2: The physical environment is monitored to detect potential cybersecurity events	ISO/IEC 27001:2013 A.11.1.1, A.11.1.2
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-2: The physical environment is monitored to detect potential cybersecurity events	NIST SP 800-53 Rev. 4 CA-7, PE-3, PE-6, PE-20
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-2: The physical environment is monitored to detect potential cybersecurity events	PCI DSS v3.2 9.1.1
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events	CIS CSC 5, 7, 14, 16
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events	COBIT 5 DSS05.07
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events	ISA 62443-3-3:2013 SR 6.2
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events	ISO/IEC 27001:2013 A.12.4.1, A.12.4.3
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events	NIST SP 800-53 Rev. 4 AC-2, AU-12, AU-13, CA-7, CM-10, CM-11
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events	PCI DSS v3.2 9.1.1
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	CIS CSC 4, 7, 8, 12
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	COBIT 5 DSS05.01
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	ISA 62443-2-1:2009 4.3.4.3.8
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	ISA 62443-3-3:2013 SR 3.2
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	ISO/IEC 27001:2013 A.12.2.1
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	NIST SP 800-53 Rev. 4 SI-3, SI-8
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-4: Malicious code is detected	PCI DSS v3.2 5 (all)
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-5: Unauthorized mobile code is detected	CIS CSC 7, 8
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-5: Unauthorized mobile code is detected	COBIT 5 DSS05.01
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-5: Unauthorized mobile code is detected	ISA 62443-3-3:2013 SR 2.4
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-5: Unauthorized mobile code is detected	ISO/IEC 27001:2013 A.12.5.1, A.12.6.2
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-5: Unauthorized mobile code is detected	NIST SP 800-53 Rev. 4 SC-18, SI-4, SC-44
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-5: Unauthorized mobile code is detected	PCI DSS v3.2 5 (all)
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events	COBIT 5 APO07.06, APO10.05
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events	ISO/IEC 27001:2013 A.14.2.7, A.15.2.1
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events	NIST SP 800-53 Rev. 4 CA-7, PS-7, SA-4, SA-9, SI-4
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events	PCI DSS v3.2 8.1.5
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed	CIS CSC 1, 2, 3, 5, 9, 12, 13, 15, 16
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed	COBIT 5 DSS05.02, DSS05.05
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed	ISO/IEC 27001:2013 A.12.4.1, A.14.2.7, A.15.2.1
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed	NIST SP 800-53 Rev. 4 AU-12, CA-7, CM-3, CM-8, PE-3, PE-6, PE-20, SI-4
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed	PCI DSS v3.2 10.1, 10.6.1, 11.1, 11.4, 11.5, 12.10.5
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-8: Vulnerability scans are performed	CIS CSC 4, 20
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-8: Vulnerability scans are performed	COBIT 5 BAI03.10, DSS05.01
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-8: Vulnerability scans are performed	ISA 62443-2-1:2009 4.2.3.1, 4.2.3.7
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-8: Vulnerability scans are performed	ISO/IEC 27001:2013 A.12.6.1
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-8: Vulnerability scans are performed	NIST SP 800-53 Rev. 4 RA-5
DETECT (DE)	Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.	DE.CM-8: Vulnerability scans are performed	PCI DSS v3.2 11.2
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability	CIS CSC 19
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability	COBIT 5 APO01.02, DSS05.01, DSS06.03
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability	ISA 62443-2-1:2009 4.4.3.1
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability	ISO/IEC 27001:2013 A.6.1.1, A.7.2.2
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability	NIST SP 800-53 Rev. 4 CA-2, CA-7, PM-14
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability	PCI DSS v3.2 12.5.2, 12.10
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-2: Detection activities comply with all applicable requirements	COBIT 5 DSS06.01, MEA03.03, MEA03.04
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-2: Detection activities comply with all applicable requirements	ISA 62443-2-1:2009 4.4.3.2
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-2: Detection activities comply with all applicable requirements	ISO/IEC 27001:2013 A.18.1.4, A.18.2.2, A.18.2.3
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-2: Detection activities comply with all applicable requirements	NIST SP 800-53 Rev. 4 AC-25, CA-2, CA-7, SA-18, SI-4, PM-14
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-3: Detection processes are tested	COBIT 5 APO13.02, DSS05.02
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-3: Detection processes are tested	ISA 62443-2-1:2009 4.4.3.2
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-3: Detection processes are tested	ISA 62443-3-3:2013 SR 3.3
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-3: Detection processes are tested	ISO/IEC 27001:2013 A.14.2.8
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-3: Detection processes are tested	NIST SP 800-53 Rev. 4 CA-2, CA-7, PE-3, SI-3, SI-4, PM-14
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-3: Detection processes are tested	PCI DSS v3.2 10.6.1, 10.9, 11.4, 11.5, 12.10
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	CIS CSC 19
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	COBIT 5 APO08.04, APO12.06, DSS02.05
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	ISA 62443-2-1:2009 4.3.4.5.9
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	ISA 62443-3-3:2013 SR 6.1
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	ISO/IEC 27001:2013 A.16.1.2, A.16.1.3
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	NIST SP 800-53 Rev. 4 AU-6, CA-2, CA-7,  RA-5, SI-4
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-4: Event detection information is communicated	PCI DSS v3.2 12.10
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-5: Detection processes are continuously improved	COBIT 5 APO11.06, APO12.06, DSS04.05
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-5: Detection processes are continuously improved	ISA 62443-2-1:2009 4.4.3.4
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-5: Detection processes are continuously improved	ISO/IEC 27001:2013 A.16.1.6
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-5: Detection processes are continuously improved	NIST SP 800-53 Rev. 4, CA-2, CA-7, PL-2, RA-5, SI-4, PM-14
DETECT (DE)	Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.	DE.DP-5: Detection processes are continuously improved	PCI DSS v3.2 12.10
RESPOND (RS)	Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.	RS.RP-1: Response plan is executed during or after an incident	CIS CSC 19
RESPOND (RS)	Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.	RS.RP-1: Response plan is executed during or after an incident	COBIT 5 APO12.06, BAI01.10
RESPOND (RS)	Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.	RS.RP-1: Response plan is executed during or after an incident	ISA 62443-2-1:2009 4.3.4.5.1
RESPOND (RS)	Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.	RS.RP-1: Response plan is executed during or after an incident	ISO/IEC 27001:2013 A.16.1.5
RESPOND (RS)	Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.	RS.RP-1: Response plan is executed during or after an incident	NIST SP 800-53 Rev. 4 CP-2, CP-10, IR-4, IR-8 
RESPOND (RS)	Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.	RS.RP-1: Response plan is executed during or after an incident	PCI DSS v3.2 12.10
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-1: Personnel know their roles and order of operations when a response is needed	CIS CSC 19
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-1: Personnel know their roles and order of operations when a response is needed	COBIT 5 EDM03.02, APO01.02, APO12.03
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-1: Personnel know their roles and order of operations when a response is needed	ISA 62443-2-1:2009 4.3.4.5.2, 4.3.4.5.3, 4.3.4.5.4
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-1: Personnel know their roles and order of operations when a response is needed	ISO/IEC 27001:2013 A.6.1.1, A.7.2.2, A.16.1.1 
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-1: Personnel know their roles and order of operations when a response is needed	NIST SP 800-53 Rev. 4 CP-2, CP-3, IR-3, IR-8
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-1: Personnel know their roles and order of operations when a response is needed	PCI DSS v3.2 12.10
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-2: Incidents are reported consistent with established criteria	CIS CSC 19
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-2: Incidents are reported consistent with established criteria	COBIT 5 DSS01.03
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-2: Incidents are reported consistent with established criteria	ISA 62443-2-1:2009 4.3.4.5.5 
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-2: Incidents are reported consistent with established criteria	ISO/IEC 27001:2013 A.6.1.3, A.16.1.2
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-2: Incidents are reported consistent with established criteria	NIST SP 800-53 Rev. 4 AU-6, IR-6, IR-8
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-2: Incidents are reported consistent with established criteria	PCI DSS v3.2 12.10
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-3: Information is shared consistent with response plans	CIS CSC 19
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-3: Information is shared consistent with response plans	COBIT 5 DSS03.04
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-3: Information is shared consistent with response plans	ISA 62443-2-1:2009 4.3.4.5.2
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-3: Information is shared consistent with response plans	ISO/IEC 27001:2013 A.16.1.2, Clause 7.4, Clause 16.1.2
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-3: Information is shared consistent with response plans	NIST SP 800-53 Rev. 4 CA-2, CA-7, CP-2, IR-4, IR-8, PE-6, RA-5, SI-4 
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-3: Information is shared consistent with response plans	PCI DSS v3.2 12.10
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-4: Coordination with stakeholders occurs consistent with response plans	CIS CSC 19
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-4: Coordination with stakeholders occurs consistent with response plans	COBIT 5 DSS03.04
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-4: Coordination with stakeholders occurs consistent with response plans	ISA 62443-2-1:2009 4.3.4.5.5
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-4: Coordination with stakeholders occurs consistent with response plans	ISO/IEC 27001:2013 Clause 7.4
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-4: Coordination with stakeholders occurs consistent with response plans	NIST SP 800-53 Rev. 4 CP-2, IR-4, IR-8
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-4: Coordination with stakeholders occurs consistent with response plans	PCI DSS v3.2 12.10
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-5: Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness 	CIS CSC 19
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-5: Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness 	COBIT 5 BAI08.04
RESPOND (RS)	Communications (RS.CO): Response activities are coordinated with internal and external stakeholders (e.g. external support from law enforcement agencies).	RS.CO-5: Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness 	ISO/IEC 27001:2013 A.6.1.4
