Control	TITLE	Confidentiality_Low	Confidentiality_Moderate	Confidentiality_High	Integrity_Low	Integrity_Moderate	Integrity_High	Availability_Low	Availability_Moderate	Availability_High	ID	C	I	A	Justification for NSS Baseline	Potentially Common or Inheritable	Parameters
SA-10 (6)	Developer Configuration Management | Trusted Distribution										SA-10 (6)		X				
SA-11	Developer Security Testing and Evaluation		X	X		X	X		X	X	SA-11	X	X	X			
SA-11 (1)	Developer Security Testing and Evaluation | Static Code Analysis										SA-11 (1)	X	X	X			
SA-11 (2)	Developer Security Testing and Evaluation | Threat and Vulnerability Analyses										SA-11 (2)	X	X	X			
SA-11 (3)	Developer Security Testing and Evaluation | Independent Verification of Assessment Plans / Evidence										SA-11 (3)	X	X	X			
SA-11 (4)	Developer Security Testing and Evaluation | Manual Code Reviews										SA-11 (4)	X	X	X			
SA-11 (5)	Developer Security Testing and Evaluation | Penetration Testing / Analysis										SA-11 (5)	X	X	X			
SA-11 (6)	Developer Security Testing and Evaluation | Attack Surface Reviews										SA-11 (6)	X	X	X			
SA-11 (7)	Developer Security Testing and Evaluation | Verify Scope of Testing / Evaluation										SA-11 (7)	X	X	X			
SA-11 (8)	Developer Security Testing and Evaluation | Dynamic Code Analysis										SA-11 (8)	X	X	X			
SA-12	Supply Chain Protection	+	+	X	+	+	X	+	+	X	SA-12	X	X	X	APT. Issuance: CNSSD No. 505	X	[Assignment: organization-defined security safeguards]
SA-12 (1)	Supply Chain Protection | Acquisition Strategies / Tools / Methods			+			+			+	SA-12 (1)	X	X	X	Issuance: CNSSD No. 505		
SA-12 (2)	Supply Chain Protection | Supplier Reviews										SA-12 (2)	X	X	X		X	
SA-12 (3)	Supply Chain Protection | Trusted Shipping and Warehousing	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SA-12 (3)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SA-12 (4)	Supply Chain Protection | Diversity of Suppliers	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SA-12 (4)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SA-12 (5)	Supply Chain Protection | Limitation of Harm			+			+			+	SA-12 (5)	X	X	X	APT, Issuance: CNSSD No. 505		
SA-12 (6)	Supply Chain Protection | Minimizing Procurement Time	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SA-12 (6)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SA-12 (7)	Supply Chain Protection | Assessments Prior to Selection / Acceptance / Update										SA-12 (7)	X	X	X			
SA-12 (8)	Supply Chain Protection | Use of All-Source Intelligence			+			+			+	SA-12 (8)	X	X	X	Issuance: CNSSD No. 505		
SA-12 (9)	Supply Chain Protection | Operations Security			+			+			+	SA-12 (9)	X	X	X	Issuance: CNSSD No. 505		
SA- 12 (10)	Supply Chain Protection | Validate As Genuine and Not Altered										SA-12 (10)		X				
SA- 12 (11)	Supply Chain Protection | Penetration Testing / Analysis of Elements, Processes, and Actors			+			+			+	SA-12 (11)	X	X	X	Issuance: CNSSD No. 505		
SA- 12 (12)	Supply Chain Protection | Inter- Organizational Agreements										SA-12 (12)	X	X	X			
SA- 12 (13)	Supply Chain Protection | Critical Information System Components										SA-12 (13)			X			
SA- 12 (14)	Supply Chain Protection | Identity and Traceability										SA-12 (14)		X				
SA- 12 (15)	Supply Chain Protection | Processes to Address Weaknesses or Deficiencies										SA-12 (15)	X	X	X			
SA-13	Trustworthiness										SA-13		X				
SA-14	Criticality Analysis			+			+			+	SA-14	X	X	X	Issuance: CNSSD No. 505		
SA-14 (1)	Criticality Analysis / Critical Components with No Viable Alternative Sourcing	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SA-14 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SA-15	Development Process, Standards, and Tools	+	+	X	+	+	X	+	+	X	SA-15	X	X	X	NSS Best Practice.		
SA-15 (1)	Development Process, Standards, and Tools | Quality Metrics										SA-15 (1)	X	X	X			
SA-15 (2)	Development Process, Standards, and Tools | Security Tracking Tools										SA-15 (2)		X				
SA-15 (3)	Development Process, Standards, and Tools | Criticality Analysis			+			+			+	SA-15 (3)	X	X	X	Issuance: CNSSD No. 505		
SA-15 (4)	Development Process, Standards, and Tools | Threat Modeling / Vulnerability Analysis			+			+			+	SA-15 (4)	X	X	X	Issuance: CNSSD No. 505		
SA-15 (5)	Development Process, Standards, and Tools | Attack Surface Reduction										SA-15 (5)		X				
SA-15 (6)	Development Process, Standards, and Tools | Continuous Improvement										SA-15 (6)	X	X	X			
SA-15 (7)	Development Process, Standards, and Tools | Automated Vulnerability Analysis						+				SA-15 (7)		X		Issuance: CNSSD No. 505		
SA-15 (8)	Development Process, Standards, and Tools | Reuse of Threat / Vulnerability Information										SA-15 (8)		X				
SA-15 (9)	Development Process, Standards, and Tools | Use of Live Data	+	+	+							SA-15 (9)	X			NSS Best Practice.		
SA- 15 (10)	Development Process, Standards, and Tools | Incident Response Plan										SA-15 (10)	X	X	X			
SA- 15 (11)	Development Process, Standards, and Tools | Archive Information System / Component										SA-15 (11)			X			
SA-16	Developer-Provided Training			X			X			X	SA-16	X	X	X			
SA-17	Developer Security Architecture and Design			X			X			X	SA-17	X	X	X			
SA-17 (1)	Developer Security Architecture and Design | Formal Policy Model										SA-17 (1)	X	X	X			
SA-17 (2)	Developer Security Architecture and Design | Security-Relevant Components										SA-17 (2)	X	X	X			
SA-17 (3)	Developer Security Architecture and Design | Formal Correspondence										SA-17 (3)	X	X	X			
SA-17 (4)	Developer Security Architecture and Design | Informal Correspondence										SA-17 (4)	X	X	X			
SA-17 (5)	Developer Security Architecture and Design | Conceptually Simple Design										SA-17 (5)	X	X	X			
SA-17 (6)	Developer Security Architecture and Design | Structure for Testing										SA-17 (6)	X	X	X			
SA-17 (7)	Developer Security Architecture and Design | Structure for Least Privilege										SA-17 (7)	X	X				
SA-18	Tamper Resistance and Detection										SA-18		X				
SA-18 (1)	Tamper Resistance and Detection | Multiple Phases of SDLC										SA-18 (1)		X				
SA-18 (2)	Tamper Resistance and Detection | Inspection of Information Systems, Components, or Devices										SA-18 (2)		X				
SA-19	Component Authenticity				+	+	+				SA-19		X		Issuance: CNSSD No. 505. NSS Best Practice. APT.		
SA-19 (1)	Component Authenticity | Anti-Counterfeit Training										SA-19 (1)		X				
SA-19 (2)	Component Authenticity | Configuration Control for Component Service / Repair										SA-19 (2)		X				
SA-19 (3)	Component Authenticity | Component Disposal										SA-19 (3)	X	X				
SA-19 (4)	Component Authenticity | Anti-Counterfeit Scanning										SA-19 (4)		X				
SA-20	Customized Development of Critical Components										SA-20		X				
SA-21	Developer Screening										SA-21	X	X	X			
SA-21 (1)	Developer Screening | Validation of Screening										SA-21 (1)	X	X	X			
SA-22	Unsupported System Components			+			+			+	SA-22	X	X	X	NSS Best Practice.		
SA-22 (1)	Unsupported System Components | Alternative Sources for Continued Support										SA-22 (1)			X			
SC-1	System and Communications Protection Policy and Procedures	X	X	X	X	X	X	X	X	X	SC-1	X	X	X		X	a. [Assignment: organization-defined personnel or roles]; b.1. [Assignment: organization-defined frequency]; b.2. [Assignment: organization-defined frequency]
SC-2	Application Partitioning		X	X		X	X				SC-2	X	X				
SC-2 (1)	Application Partitioning | Interfaces For Non- Privileged Users										SC-2 (1)	X	X				
SC-3	Security Function Isolation			X			X				SC-3	X	X			X	
SC-3 (1)	Security Function Isolation | Hardware Separation										SC-3 (1)	X	X				
SC-3 (2)	Security Function Isolation | Access / Flow Control Functions										SC-3 (2)	X	X				
SC-3 (3)	Security Function Isolation | Minimize Nonsecurity Functionality										SC-3 (3)	X	X				
SC-3 (4)	Security Function Isolation | Module Coupling and Cohesiveness										SC-3 (4)	X	X				
SC-3 (5)	Security Function Isolation | Layered Structures										SC-3 (5)	X	X				
SC-4	Information In Shared Resources		X	X							SC-4	X					
SC-4 (1)	Information In Shared Resources | Security Levels	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-4 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-4 (2)	Information In Shared Resources | Periods Processing										SC-4 (2)	X					
SC-5	Denial of Service Protection							X	X	X	SC-5			X			
SC-5 (1)	Denial of Service Protection | Restrict Internal Users							+	+	+	SC-5 (1)			X	Insider Threat.		
SC-5 (2)	Denial of Service Protection | Excess Capacity / Bandwidth / Redundancy								+	+	SC-5 (2)			X	NSS Best Practice. Insider Threat.		
SC-5 (3)	Denial of Service Protection | Detection / Monitoring								+	+	SC-5 (3)			X	In support of and/or consistent with allocations of the control and its enhancements.		
SC-6	Resource Availability										SC-6			X			
SC-7	Boundary Protection	X	X	X	X	X	X				SC-7	X	X			X	
SC-7 (1)	Boundary Protection | Physically Separated Subnetworks	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-7 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-7 (2)	Boundary Protection | Public Access	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-7 (2)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-7 (3)	Boundary Protection | Access Points	+	X	X	+	X	X				SC-7 (3)	X	X		NSS Best Practice.		
SC-7 (4)	Boundary Protection | External Telecommunications Services	+	X	X	+	X	X				SC-7 (4)	X	X		NSS Best Practice.		(e) [Assignment: organization-defined frequency]
SC-7 (5)	Boundary Protection | Deny by Default / Allow by Exception	+	X	X	+	X	X				SC-7 (5)	X	X		NSS Best Practice.		
SC-7 (6)	Boundary Protection | Response to Recognized Failures	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-7 (6)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-7 (7)	Boundary Protection | Prevent Split Tunneling for Remote Devices	+	X	X	+	X	X				SC-7 (7)	X	X		NSS Best Practice.		
SC-7 (8)	Boundary Protection | Route Traffic to Authenticated Proxy Servers	+	+	X	+	+	X				SC-7 (8)	X	X		NSS Best Practice.	X	[Assignment: organization-defined internal communications traffic]; [Assignment: organization-defined external networks]
SC-7 (9)	Boundary Protection | Restrict Threatening Outgoing Communications Traffic				+	+	+				SC-7 (9)		X		Insider Threat. In support of and/or consistent with SC-5 (1).		
SC-7 (10)	Boundary Protection | Prevent Unauthorized Exfiltration	+	+	+							SC-7 (10)	X			APT. Insider Threat.		
SC-7 (11)	Boundary Protection | Restrict Incoming Communications Traffic				+	+	+				SC-7 (11)		X		NSS Best Practice. Best Practice.		
SC-7 (12)	Boundary Protection | Host-Based Protection	+	+	+	+	+	+	+	+	+	SC-7 (12)	X	X	X	NSS Best Practice. Best Practice.		[Assignment: organization-defined host-based boundary protection mechanisms]; [Assignment: organization-defined information system components]
SC-7 (13)	Boundary Protection | Isolation of Security Tools / Mechanisms / Support Components	+	+	+	+	+	+				SC-7 (13)	X	X		NSS Best Practice. APT.	X	
SC-7 (14)	Boundary Protection | Protect Against Unauthorized Physical Connections	+	+	+	+	+	+				SC-7 (14)	X	X		NSS Best Practice. Best Practice.		[Assignment: organization-defined managed interfaces]
SC-7 (15)	Boundary Protection | Route Privileged Network Accesses										SC-7 (15)	X	X				
SC-7 (16)	Boundary Protection | Prevent Discovery of Components / Devices										SC-7 (16)	X					
SC-7 (17)	Boundary Protection | Automated Enforcement of Protocol Formats										SC-7 (17)		X				
SC-7 (18)	Boundary Protection | Fail Secure			X			X			X	SC-7 (18)	X	X	X			
SC-7 (19)	Boundary Protection | Block Communication from Non-Organizationally Configured Hosts										SC-7 (19)	X	X				[Assignment: organization-defined communication clients]
SC-7 (20)	Boundary Protection | Dynamic Isolation / Segregation										SC-7 (20)		X				
SC-7 (21)	Boundary Protection | Isolation of Information System Components			X			X				SC-7 (21)	X	X				
SC-7 (22)	Boundary Protection | Separate Subnets for Connecting to Different Security Domains										SC-7 (22)	X	X				
SC-7 (23)	Boundary Protection | Disable Sender Feedback on Protocol Validation Failure										SC-7 (23)	X					
SC-8	Transmission Confidentiality and Integrity	+	X	X	+	X	X				SC-8	X	X		NSS Best Practice.		
SC-8 (1)	Transmission Confidentiality and Integrity | Cryptographic or Alternate Physical Protection	+	X	X	+	X	X				SC-8 (1)	X	X		In support of and/or consistent with SC-8.		[Selection  (one or more): prevent unauthorized disclosure of information; detect changes to information]; [Assignment: organization-defined alternative physical safeguards].
SC-8 (2)	Transmission Confidentiality and Integrity | Pre / Post Transmission Handling		+	+		+	+				SC-8 (2)	X	X		NSS Best Practice.		[Selection  (one or more): confidentiality; integrity]
SC-8 (3)	Transmission Confidentiality and Integrity | Cryptographic Protection for Message Externals										SC-8 (3)	X					
SC-8 (4)	Transmission Confidentiality and Integrity | Conceal / Randomize Communications										SC-8 (4)	X					
SC-9	Transmission Confidentiality	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-9	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-9 (1)	Transmission Confidentiality | Cryptographic or Alternate Physical Protection	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-9 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-9 (2)	Transmission Confidentiality | Pre / Post Transmission Handling	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-9 (2)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-10	Network Disconnect		X	X		X	X				SC-10	X	X				[Assignment: organization-defined time period]
SC-11	Trusted Path										SC-11		X				[Assignment: organization-defined security functions to include at a minimum, information system authentication and re-authentication]
SC-11 (1)	Trusted Path | Logical Isolation										SC-11 (1)		X				
SC-12	Cryptographic Key Establishment and Management	X	X	X	X	X	X				SC-12	X	X			X	[Assignment: organization-defined requirements for key generation, distribution, storage, access, and destruction]
SC-12 (1)	Cryptographic Key Establishment and Management | Availability									X	SC-12 (1)			X			
SC-12 (2)	Cryptographic Key Establishment and Management | Symmetric Keys										SC-12 (2)	X	X				[Selection: NIST FIPS-compliant; NSA- approved]
SC-12 (3)	Cryptographic Key Establishment and Management | Asymmetric Keys										SC-12 (3)	X	X				
SC-12 (4)	Cryptographic Key Establishment and Management | PKI Certificates	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-12 (4)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-12 (5)	Cryptographic Key Establishment and Management | PKI Certificates / Hardware Tokens	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-12 (5)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-13	Cryptographic Protection	X	X	X	X	X	X				SC-13	X	X				
SC-13 (1)	Cryptographic Protection | FIPS-Validated Cryptography	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-13 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-13 (2)	Cryptographic Protection | NSA-Approved Cryptography	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-13 (2)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-13 (3)	Cryptographic Protection | Individuals Without Formal Access Approvals	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-13 (3)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-13 (4)	Cryptographic Protection | Digital Signatures	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-13 (4)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-14	Public Access Protections	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-14	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-15	Collaborative Computing Devices	X	X	X							SC-15	X					a. [Assignment: organization-defined exceptions where remote activation is to be allowed]
SC-15 (1)	Collaborative Computing Devices | Physical Disconnect										SC-15 (1)	X					
SC-15 (2)	Collaborative Computing Devices | Blocking Inbound / Outbound Communications Traffic	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-15 (2)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-15 (3)	Collaborative Computing Devices | Disabling / Removal In Secure Work Areas										SC-15 (3)	X					
SC-15 (4)	Collaborative Computing Devices | Explicitly Indicate Current Participants										SC-15 (4)	X					[Assignment: organization-defined online meetings and teleconferences]
SC-16	Transmission of Security Attributes										SC-16	X	X				
SC-16 (1)	Transmission of Security Attributes | Integrity Validation										SC-16 (1)		X				
SC-17	Public Key Infrastructure Certificates	+	X	X	+	X	X				SC-17	X	X		Issuance: CNSSP No. 25	X	[Assignment: organization-defined certificate policy]
SC-18	Mobile Code				+	X	X				SC-18		X		NSS Best Practice.	X	
SC-18 (1)	Mobile Code | Identify Unacceptable Code / Take Corrective Actions				+	+	+				SC-18 (1)		X		NSS Best Practice.	X	
SC-18 (2)	Mobile Code | Acquisition / Development / Use				+	+	+				SC-18 (2)		X		NSS Best Practice.	X	[Assignment: organization-defined mobile code requirements]
SC-18 (3)	Mobile Code | Prevent Downloading / Execution				+	+	+				SC-18 (3)		X		NSS Best Practice.		[Assignment: organization-defined unacceptable mobile code]
SC-18 (4)	Mobile Code | Prevent Automatic Execution				+	+	+				SC-18 (4)		X		NSS Best Practice.		[Assignment: organization-defined software applications]; [Assignment: organization-defined actions]
SC-18 (5)	Mobile Code | Allow Execution Only In Confined Environments										SC-18 (5)		X			X	
SC-19	Voice Over Internet Protocol	+	X	X	+	X	X	+	X	X	SC-19	X	X	X	NSS Best Practice.	X	
SC-20	Secure Name / Address Resolution Service  (Authoritative Source)				X	X	X				SC-20		X				
SC-20 (1)	Secure Name / Address Resolution Service  (Authoritative Source) | Child Subspaces	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-20 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-20 (2)	Secure Name / Address Resolution Service  (Authoritative Source) | Data Origin / Integrity										SC-20 (2)		X				
SC-21	Secure Name / Address Resolution Service  (Recursive or Caching Resolver)				X	X	X				SC-21		X				
SC-21 (1)	Secure Name / Address Resolution Service  (Recursive or Caching Resolver) | Data Origin / Integrity	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-21 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-22	Architecture and Provisioning for Name / Address Resolution Service	X	X	X	X	X	X	X	X	X	SC-22	X	X	X			
SC-23	Session Authenticity				+	X	X				SC-23		X		NSS Best Practice. APT.		
SC-23 (1)	Session Authenticity | Invalidate Session Identifiers At Logout				+	+	+				SC-23 (1)		X		APT.		
SC-23 (2)	Session Authenticity | User-Initiated Logouts / Message Displays	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-23 (2)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-23 (3)	Session Authenticity | Unique Session Identifiers With Randomization				+	+	+				SC-23 (3)		X		APT.		
SC-23 (4)	Session Authenticity | Unique Session Identifiers With Randomization	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-23 (4)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-23 (5)	Session Authenticity | Allowed Certificate Authorities				+	+	+				SC-23 (5)		X		APT. Issuance: CNSSP No. 25		
SC-24	Fail In Known State			X			X				SC-24	X	X				[Assignment: organization-defined known-state]; [Assignment: organization-defined types of failures]; [Assignment: organization-defined system state information]
SC-25	Thin Nodes										SC-25		X				
SC-26	Honeypots										SC-26		X				
SC-26 (1)	Honeypots | Detection of Malicious Code	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-26 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-27	Platform-Independent Applications										SC-27		X				
SC-28	Protection of Information At Rest	+	X	X	+	X	X				SC-28	X	X		NSS Best Practice.		[Selection  (one or more): confidentiality; integrity]; Assignment: organization-defined information at rest]
SC-28 (1)	Protection of Information At Rest | Cryptographic Protection	+	+	+	+	+	+				SC-28 (1)	X	X		NSS Best Practice.		[Assignment: organization-defined information]; [Assignment: organization-defined information system components]
SC-28 (2)	Protection of Information At Rest | Off-Line Storage										SC-28 (2)	X					
SC-29	Heterogeneity										SC-29	X	X	X			
SC-29 (1)	Heterogeneity | Virtualization Techniques										SC-29 (1)	X	X	X			
SC-30	Concealment and Misdirection										SC-30	X	X	X			
SC-30 (1)	Concealment and Misdirection | Virtualization Techniques	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-30 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-30 (2)	Concealment and Misdirection | Randomness										SC-30 (2)	X	X	X			
SC-30 (3)	Concealment and Misdirection | Change Processing / Storage Locations										SC-30 (3)	X	X	X			
SC-30 (4)	Concealment and Misdirection | Misleading Information										SC-30 (4)	X	X	X			
SC-30 (5)	Concealment and Misdirection | Concealment of System Components										SC-30 (5)	X	X	X			
SC-31	Covert Channel Analysis										SC-31	X					
SC-31 (1)	Covert Channel Analysis | Test Covert Channels for Exploitability										SC-31 (1)	X					
SC-31 (2)	Covert Channel Analysis | Maximum Bandwidth										SC-31 (2)	X					
SC-31 (3)	Covert Channel Analysis | Measure Bandwidth In Operational Environments										SC-31 (3)	X					
SC-32	Information System Partitioning										SC-32	X	X				
SC-33	Transmission Preparation Integrity	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SC-33	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SC-34	Non-modifiable executable programs										SC-34		X				
SC-34 (1)	Non-Modifiable Executable Programs | No Writable Storage										SC-34 (1)		X				
SC-34 (2)	Non-Modifiable Executable Programs | Integrity Protection / Read-Only Media										SC-34 (2)		X				
SC-34 (3)	Non-Modifiable Executable Programs | Hardware-Based Protection										SC-34 (3)		X				
SC-35	Honeyclients										SC-35		X				
SC-36	Distributed Processing and Storage										SC-36		X	X			
SC-36 (1)	Distributed Processing and Storage | Polling Techniques										SC-36 (1)	X	X	X			
SC-37	Out-of-Band Channels										SC-37	X	X	X			
SC-37 (1)	Out-Of-Band Channels | Ensure Delivery / Transmission										SC-37 (1)	X	X				
SC-38	Operations Security	+	+	+	+	+	+	+	+	+	SC-38	X	X	X	Insider Threat. APT. NSS Best Practice.		
SC-39	Process Isolation	X	X	X	X	X	X				SC-39	X	X				
SC-39 (1)	Process Isolation | Hardware Separation										SC-39 (1)	X	X				
SC-39 (2)	Process Isolation | Thread Isolation										SC-39 (2)	X	X				
SC-40	Wireless Link Protection										SC-40	X	X	X			
SC-40 (1)	Wireless Link Protection | Electromagnetic Interference										SC-40 (1)			X			
SC-40 (2)	Wireless Link Protection | Reduce Detection Potential										SC-40 (2)	X					
SC-40 (3)	Wireless Link Protection | Imitative or Manipulative Communications Deception										SC-40 (3)		X				
SC-40 (4)	Wireless Link Protection | Signal Parameter Identification										SC-40 (4)	X					
SC-41	Port and I/O Device Access										SC-41	X	X				
SC-42	Sensor Capability and Data										SC-42	X					
SC-42 (1)	Sensor Capability and Data | Reporting to Authorized Individuals or Roles										SC-42 (1)	X					
SC-42 (2)	Sensor Capability and Data | Authorized Use										SC-42 (2)	X					
SC-42 (3)	Sensor Capability and Data | Prohibit Use of Devices										SC-42 (3)	X					
SC-43	Usage Restrictions										SC-43	X	X	X		X	a. [Assignment: organization-defined information system components]
SC-44	Detonation Chambers										SC-44		X				
SI-1	System and Information Integrity Policy and Procedures	X	X	X	X	X	X	X	X	X	SI-1	X	X	X		X	a. [Assignment: organization-defined personnel or roles]; b.1. [Assignment: organization-defined frequency]; b.2. [Assignment: organization-defined frequency]
SI-2	Flaw Remediation				X	X	X				SI-2		X			X	c. [Assignment: organization-defined time period]
SI-2 (1)	Flaw Remediation | Central Management				+	+	X				SI-2 (1)		X		NSS Best Practice.		[Assignment: organization-defined frequency]
SI-2 (2)	Flaw Remediation | Automated Flaw Remediation Status				+	X	X				SI-2 (2)		X		NSS Best Practice. APT.		
SI-2 (3)	Flaw Remediation | Time to Remediate Flaws / Benchmarks for Corrective Actions				+	+	+				SI-2 (3)		X		NSS Best Practice. APT.	X	
SI-2 (4)	Flaw Remediation | Automated Patch Management Tools	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-2 (4)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-2 (5)	Flaw Remediation | Automatic software / Firmware Updates										SI-2 (5)		X				
SI-2 (6)	Flaw Remediation | Removal of Previous Versions of Software / Firmware				+	+	+				SI-2 (6)		X		NSS Best Practice. APT.		[Assignment: organization-defined software and firmware components]
SI-3	Malicious Code Protection				X	X	X				SI-3		X			X	c.1. [Assignment: organization-defined frequency]; [Selection  (one or more); endpoint; network entry/exit points]; 2. [Selection  (one or more): block malicious code; quarantine malicious code; send alert to administrator;; [Assignment: organization-defined action]]
SI-3 (1)	Malicious Code Protection | Central Management				+	X	X				SI-3 (1)		X		NSS Best Practice.	X	
SI-3 (2)	Malicious Code Protection | Automatic Updates				+	X	X				SI-3 (2)		X		NSS Best Practice.		
SI-3 (3)	Malicious Code Protection | Non-Privileged Users	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-3 (3)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-3 (4)	Malicious Code Protection | Updates Only by Privileged Users										SI-3 (4)		X				
SI-3 (5)	Malicious Code Protection | Portable Storage Devices	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-3 (5)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-3 (6)	Malicious Code Protection | Testing / Verification										SI-3 (6)		X				
SI-3 (7)	Malicious Code Protection | Non Signature- Based Detection										SI-3 (7)		X				
